sample_id,split,condition,run_id,true_stage,true_stage_id,pred_stage,q_true,q_hat,p_E,p_M,p_L,uncertainty,entropy,misclassified,h_00,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,h_24,h_25,h_26,h_27,h_28,h_29,h_30,h_31,h_32,h_33,h_34,h_35,h_36,h_37,h_38,h_39,h_40,h_41,h_42,h_43,h_44,h_45,h_46,h_47,h_48,h_49,h_50,h_51,h_52,h_53,h_54,h_55,h_56,h_57,h_58,h_59,h_60,h_61,h_62,h_63
final_train_00000,final_train,C1,12,early,0,early,0.19320771875510137,0.30692121386528015,0.9549612402915955,0.030433032661676407,0.014605702832341194,0.04503875970840454,0.19298591858583639,0,0.0,1.3942937850952148,2.485851764678955,0.0,0.0,1.8742562532424927,0.7846084237098694,2.1977994441986084,0.6584883332252502,0.0,0.0,0.0,0.0,0.17567427456378937,2.398271083831787,1.2687718868255615,0.12213259935379028,0.0,2.5243828296661377,0.023008085787296295,0.0,0.0,0.0,2.172210216522217,0.19146686792373657,0.32849401235580444,0.0,0.0,0.0,0.172502338886261,0.0,3.3625850677490234,0.04041769355535507,0.8292086124420166,0.0,0.0,0.0,0.0,0.0,0.2015521228313446,0.0,2.359013795852661,0.0,0.0,0.0,0.0,0.0,0.0,2.538679599761963,0.0,0.5753498077392578,0.0,0.0,0.0,0.0,0.0,1.6559110879898071,1.567497730255127,0.0,0.7741442918777466,0.0,0.0,0.0,1.6486855745315552
final_train_00001,final_train,C1,13,early,0,early,0.2101847712464187,0.3075820207595825,0.9546383619308472,0.030611885711550713,0.014749771915376186,0.04536163806915283,0.19409393082134593,0,0.0,1.3914740085601807,2.4872963428497314,0.0,0.0,1.8674629926681519,0.7751035094261169,2.2022547721862793,0.6474023461341858,0.0,0.0,0.0,0.0,0.17359328269958496,2.3939754962921143,1.2637455463409424,0.12195238471031189,0.0,2.5227913856506348,0.02177247405052185,0.0,0.0,0.0,2.164515972137451,0.1986580491065979,0.3227669298648834,0.0,0.0,0.0,0.17779996991157532,0.0,3.349731922149658,0.032068051397800446,0.8326166272163391,0.0,0.0,0.0,0.0,0.0,0.20449882745742798,0.0,2.3511650562286377,0.0,0.0,0.0,0.0,0.0,0.0,2.5270748138427734,0.0,0.5632821321487427,0.0,0.0,0.0,0.0,0.0,1.64862859249115,1.5659379959106445,0.0,0.7799093127250671,0.0,0.0,0.0,1.644342064857483
final_train_00002,final_train,C1,14,early,0,early,0.22535970930962534,0.30657660961151123,0.9547988772392273,0.030538246035575867,0.0146628487855196,0.045201122760772705,0.19353310220200637,0,0.0,1.3930772542953491,2.4913811683654785,0.0,0.0,1.866267204284668,0.7823460102081299,2.2050111293792725,0.6562756896018982,0.0,0.0,0.0,0.0,0.17685668170452118,2.3964877128601074,1.2696532011032104,0.12567220628261566,0.0,2.5303444862365723,0.01951209455728531,0.0,0.0,0.0,2.1746156215667725,0.20262384414672852,0.32496175169944763,0.0,0.0,0.0,0.173121839761734,0.0,3.350832939147949,0.029863692820072174,0.8319798707962036,0.0,0.0,0.0,0.0,0.0,0.21015717089176178,0.0,2.3516952991485596,0.0,0.0,0.0,0.0,0.0,0.0,2.5346827507019043,0.0,0.57163405418396,0.0,0.0,0.0,0.0,0.0,1.649046540260315,1.5673326253890991,0.0,0.7910170555114746,0.0,0.0,0.0,1.646466612815857
final_train_00003,final_train,C1,15,early,0,early,0.2388500265425312,0.30619049072265625,0.9548272490501404,0.030552873387932777,0.014619942754507065,0.04517275094985962,0.19341570905843514,0,0.0,1.394157886505127,2.4896767139434814,0.0,0.0,1.865890383720398,0.7863933444023132,2.2057130336761475,0.6605326533317566,0.0,0.0,0.0,0.0,0.18119190633296967,2.3951468467712402,1.272140383720398,0.12615269422531128,0.0,2.538048505783081,0.020379450172185898,0.0,0.0,0.0,2.175133228302002,0.20410944521427155,0.3244999349117279,0.0,0.0,0.0,0.16682958602905273,0.0,3.3494980335235596,0.025511011481285095,0.8312410712242126,0.0,0.0,0.0,0.0,0.0,0.21079523861408234,0.0,2.35086989402771,0.0,0.0,0.0,0.0,0.0,0.0,2.5417985916137695,0.0,0.5794623494148254,0.0,0.0,0.0,0.0,0.0,1.6486810445785522,1.566541314125061,0.0,0.7969430685043335,0.0,0.0,0.0,1.6471937894821167
final_train_00004,final_train,C1,16,early,0,early,0.25076796493117615,0.3063053786754608,0.9547027945518494,0.03056795708835125,0.01472926139831543,0.045297205448150635,0.19387848625837822,0,0.0,1.4012922048568726,2.4851887226104736,0.0,0.0,1.8614071607589722,0.7855486869812012,2.206761360168457,0.65362548828125,0.0,0.0,0.0,0.0,0.18187512457370758,2.395920753479004,1.263146162033081,0.12374447286128998,0.0,2.5380451679229736,0.025689981877803802,0.0,0.0,0.0,2.1701278686523438,0.2111213505268097,0.3213747441768646,0.0,0.0,0.0,0.16910767555236816,0.0,3.3412156105041504,0.024971507489681244,0.8353567123413086,0.0,0.0,0.0,0.0,0.0,0.2183297872543335,0.0,2.3505895137786865,0.0,0.0,0.0,0.0,0.0,0.0,2.542386531829834,0.0,0.5653462409973145,0.0,0.0,0.0,0.0,0.0,1.6469892263412476,1.5657364130020142,0.0,0.7982057332992554,0.0,0.0,0.0,1.6486674547195435
final_train_00005,final_train,C1,17,early,0,early,0.2612206852652242,0.3065139353275299,0.9546598196029663,0.03047112375497818,0.014869121834635735,0.04534018039703369,0.19410543277232786,0,0.0,1.4055989980697632,2.4752163887023926,0.0,0.0,1.8582030534744263,0.7970185875892639,2.2050392627716064,0.6396816968917847,0.0,0.0,0.0,0.0,0.18560320138931274,2.3982555866241455,1.2528131008148193,0.12196798622608185,0.0,2.531212091445923,0.03551840782165527,0.0,0.0,0.0,2.1682896614074707,0.21403157711029053,0.3191950023174286,0.0,0.0,0.0,0.16624504327774048,0.0,3.336399555206299,0.026861727237701416,0.839846670627594,0.0,0.0,0.0,0.0,0.0,0.22686967253684998,0.0,2.3503477573394775,0.0,0.0,0.0,0.0,0.0,0.0,2.5504417419433594,0.0,0.5556082725524902,0.0,0.0,0.0,0.0,0.0,1.6457655429840088,1.5679495334625244,0.0,0.7915610074996948,0.0,0.0,0.0,1.6427156925201416
final_train_00006,final_train,C1,18,early,0,early,0.27031043350476347,0.30623379349708557,0.9546602368354797,0.030323581770062447,0.01501618605107069,0.045339763164520264,0.19419904888751316,0,0.0,1.4057176113128662,2.467945098876953,0.0,0.0,1.8611613512039185,0.8091035485267639,2.1988840103149414,0.6252198219299316,0.0,0.0,0.0,0.0,0.18624165654182434,2.4019625186920166,1.243390679359436,0.11988379061222076,0.0,2.5231852531433105,0.04667486995458603,0.0,0.0,0.0,2.1671600341796875,0.22338739037513733,0.3194880187511444,0.0,0.0,0.0,0.1654900312423706,0.0,3.330658197402954,0.03166007250547409,0.8470188975334167,0.0,0.0,0.0,0.0,0.0,0.23865573108196259,0.0,2.35113263130188,0.0,0.0,0.0,0.0,0.0,0.0,2.5590286254882812,0.0,0.5461322069168091,0.0,0.0,0.0,0.0,0.0,1.6494643688201904,1.5694451332092285,0.0,0.7855996489524841,0.0,0.0,0.0,1.6374555826187134
final_train_00007,final_train,C1,19,early,0,early,0.2781347032038214,0.3062550127506256,0.9546783566474915,0.03022570163011551,0.015095931477844715,0.045321643352508545,0.19419278249440744,0,0.0,1.405790090560913,2.459988594055176,0.0,0.0,1.8640168905258179,0.8196786642074585,2.1946845054626465,0.61627197265625,0.0,0.0,0.0,0.0,0.18816021084785461,2.4033470153808594,1.2363054752349854,0.1166919693350792,0.0,2.517780303955078,0.05464586615562439,0.0,0.0,0.0,2.1664469242095947,0.22628802061080933,0.320262610912323,0.0,0.0,0.0,0.1626879870891571,0.0,3.330836057662964,0.03492521494626999,0.8499720692634583,0.0,0.0,0.0,0.0,0.0,0.24408552050590515,0.0,2.3515288829803467,0.0,0.0,0.0,0.0,0.0,0.0,2.565196990966797,0.0,0.5452067852020264,0.0,0.0,0.0,0.0,0.0,1.6503586769104004,1.57096266746521,0.0,0.7788213491439819,0.0,0.0,0.0,1.6322109699249268
final_train_00008,final_train,C1,20,early,0,early,0.284786393978896,0.30626216530799866,0.9547033309936523,0.030110979452729225,0.015185583382844925,0.045296669006347656,0.19417029401005836,0,0.0,1.4068537950515747,2.456660270690918,0.0,0.0,1.8653836250305176,0.8272054195404053,2.192105531692505,0.6088530421257019,0.0,0.0,0.0,0.0,0.18619242310523987,2.4053456783294678,1.231616735458374,0.11915390938520432,0.0,2.5105979442596436,0.060767799615859985,0.0,0.0,0.0,2.1680119037628174,0.23018965125083923,0.3199273645877838,0.0,0.0,0.0,0.16308319568634033,0.0,3.3317184448242188,0.039572857320308685,0.8494467735290527,0.0,0.0,0.0,0.0,0.0,0.2504529058933258,0.0,2.3537700176239014,0.0,0.0,0.0,0.0,0.0,0.0,2.567838191986084,0.0,0.5379629135131836,0.0,0.0,0.0,0.0,0.0,1.6509463787078857,1.5726094245910645,0.0,0.7725774049758911,0.0,0.0,0.0,1.6298408508300781
final_train_00009,final_train,C1,21,early,0,early,0.290353966081007,0.30876290798187256,0.9536685943603516,0.03029935620725155,0.016032041981816292,0.04633140563964844,0.19793135059941377,0,0.0,1.4051880836486816,2.44931697845459,0.0,0.0,1.8636350631713867,0.8216692209243774,2.172433614730835,0.5651661157608032,0.0,0.0,0.0,0.0,0.16800594329833984,2.3971900939941406,1.2048852443695068,0.13200953602790833,0.0,2.4654624462127686,0.08796999603509903,0.0,0.0,0.0,2.13039231300354,0.2483842372894287,0.3077670633792877,0.0,0.0,0.0,0.19105759263038635,0.0,3.303877830505371,0.050946131348609924,0.8611338138580322,0.0,0.0,0.0,0.0,0.0,0.277114599943161,0.0,2.349541187286377,0.0,0.0,0.0,0.0,0.0,0.0,2.536769390106201,0.0,0.4831913113594055,0.0,0.0,0.0,0.0,0.0,1.6528847217559814,1.5625344514846802,0.0,0.7334235906600952,0.0,0.0,0.0,1.6309295892715454
