sample_id,split,condition,run_id,true_stage,true_stage_id,pred_stage,q_true,q_hat,p_E,p_M,p_L,uncertainty,entropy,misclassified,ch3_wp_energy_ratio_8__rel,ch2_iqr__rel,ch1_q25__rel,ch2_skew__rel,ch2_kurtosis__online_rank,ch2_q25__rel,ch2_kurtosis__rel,ch1_q25__online_rank,ch3_wp_energy_8__rel,ch2_band_power_q4__rel,ch3_band_ratio_q4_q1__rel,ch3_wp_energy_ratio_6__rel,ch3_band_power_q4__rel,ch5_wp_energy_8__rel,ch5_q25__rel,ch1_iqr__rel,ch1_wp_energy_8__rel,ch5_dom_power__rel,ch1_rms__rel,ch5_q75__rel,ch1_spec_centroid__online_rank,ch1_band_power_q4__rel,ch4_wp_energy_1__rel,ch3_skew__rel,ch1_dom_power__slope,ch2_dom_power__rel,ch3_wp_energy_ratio_5__rel,ch2_skew__online_rank,ch6_wp_energy_ratio_1__rel,ch1_var__rel,ch3_wp_energy_ratio_8__online_rank,ch4_band_power_q1__rel,ch2_rms__rel,ch4_wp_energy_7__rel,ch2_wp_energy_2__rel,ch6_wp_energy_ratio_4__rel,ch3_wp_energy_ratio_7__rel,ch2_wp_energy_ratio_8__rel,ch5_median__rel,ch5_wp_energy_7__rel,ch6_wp_energy_1__rel,ch2_band_ratio_q4_q1__rel,ch1_spec_centroid__rel,ch4_dom_power__rel,ch2_wp_energy_8__rel
final_train_00000,final_train,C1,12,early,0,early,0.19320771875510137,0.30692121386528015,0.9549612402915955,0.030433032661676407,0.014605702832341194,0.04503875970840454,0.19298591858583639,0,-0.5323260426521301,-1.2275116443634033,0.6392238140106201,0.7806509733200073,0.7309187650680542,0.10754556953907013,0.04844067618250847,1.0326217412948608,-0.8395476937294006,-0.4198561906814575,-0.34940189123153687,-0.8818501830101013,-1.007258653640747,-1.365411639213562,1.0447731018066406,-1.4573142528533936,-1.3950313329696655,-1.3558450937271118,-1.3177251815795898,-1.4820902347564697,0.2860741913318634,-0.8495608568191528,-0.8641303181648254,1.127920150756836,-0.1376274675130844,-1.00856351852417,-0.03330034390091896,1.0306106805801392,0.8097649812698364,-1.7509950399398804,-0.6155282258987427,-1.2265748977661133,-1.3011046648025513,-0.6969966888427734,-0.9901249408721924,-1.0688930749893188,-0.8022867441177368,-0.8369792699813843,-0.7582741975784302,-0.39926809072494507,-1.8695061206817627,-0.4066845178604126,-0.40606746077537537,-1.1751396656036377,-1.0507639646530151
final_train_00001,final_train,C1,13,early,0,early,0.2101847712464187,0.3075820207595825,0.9546383619308472,0.030611885711550713,0.014749771915376186,0.04536163806915283,0.19409393082134593,0,-0.08339494466781616,-0.9511392712593079,1.6289572715759277,0.6388527750968933,0.776569664478302,-0.5375670194625854,0.0998346284031868,1.6752692461013794,-1.1141489744186401,0.14558735489845276,-0.0958835706114769,-0.5380693078041077,-1.2231775522232056,-1.0826070308685303,2.0605204105377197,-1.9260952472686768,-1.1260076761245728,-0.9780250787734985,-0.055112481117248535,-0.1436409205198288,-1.7773702144622803,-0.024587981402873993,0.04397570714354515,0.8167538046836853,-0.10863981395959854,-1.38288414478302,-0.335917204618454,-0.07596860826015472,1.4656791687011719,-1.4439420700073242,0.8209298253059387,-0.40786364674568176,-1.3043402433395386,-1.4024454355239868,-0.935724675655365,-1.1154459714889526,-0.2533714175224304,-0.8841758370399475,1.6268811225891113,-1.2059359550476074,-0.7573997378349304,-0.305745005607605,-1.625076413154602,-0.8213623762130737,-1.2210773229599
final_train_00002,final_train,C1,14,early,0,early,0.22535970930962534,0.30657660961151123,0.9547988772392273,0.030538246035575867,0.0146628487855196,0.045201122760772705,0.19353310220200637,0,-0.23701786994934082,-0.8288497924804688,1.6652593612670898,0.8428024053573608,0.8156989812850952,-0.738858163356781,0.11092901229858398,1.6752692461013794,-0.9828049540519714,-0.0667797327041626,-0.250204861164093,-1.1520522832870483,-0.9953973889350891,-1.0320703983306885,0.7115596532821655,-1.631251335144043,-1.3604271411895752,-0.9373971223831177,0.3294760286808014,-1.7435035705566406,-1.5590163469314575,-0.15599079430103302,-0.036333538591861725,0.9218668937683105,-0.13602694869041443,-0.9074141383171082,-0.3538145124912262,1.4416258335113525,1.3731496334075928,-1.2101235389709473,0.47409892082214355,-0.5420138835906982,-1.1035672426223755,-1.3357963562011719,-0.9131637811660767,-0.9309455752372742,-0.7433713674545288,-0.9692469835281372,-1.4517767429351807,-1.123579740524292,-0.9482444524765015,-0.35585200786590576,-1.5952246189117432,-0.7852523922920227,-1.3606771230697632
final_train_00003,final_train,C1,15,early,0,early,0.2388500265425312,0.30619049072265625,0.9548272490501404,0.030552873387932777,0.014619942754507065,0.04517275094985962,0.19341570905843514,0,-0.4554603397846222,-0.8833936452865601,1.6198991537094116,0.8233749866485596,1.007867455482483,-0.5286681056022644,0.1326688528060913,1.6752692461013794,-1.108472466468811,0.08822056651115417,-0.2905500531196594,-0.9738302230834961,-0.8982499241828918,-1.0257983207702637,0.47674527764320374,-1.6413542032241821,-1.404272198677063,-0.9265909194946289,0.42989540100097656,-1.8486719131469727,-1.8996484279632568,-0.12777484953403473,0.06709671020507812,1.0427426099777222,-0.13745230436325073,-0.8089950680732727,0.04665283486247063,1.2772197723388672,1.4125580787658691,-1.230018138885498,-0.6681308746337891,-0.4339447319507599,-1.0877766609191895,-1.283887267112732,-0.9510370492935181,-1.130361795425415,-0.6519953608512878,-0.9604176878929138,-1.8171056509017944,-1.0662013292312622,-0.5108194351196289,-0.2980723977088928,-1.67043936252594,-0.7732961773872375,-1.3299610614776611
final_train_00004,final_train,C1,16,early,0,early,0.25076796493117615,0.3063053786754608,0.9547027945518494,0.03056795708835125,0.01472926139831543,0.045297205448150635,0.19387848625837822,0,-0.3318667709827423,-0.9382684826850891,1.5727827548980713,0.803848385810852,1.0276495218276978,-0.32276034355163574,0.14040996134281158,1.6752692461013794,-0.8827358484268188,0.04876739904284477,-0.15724702179431915,-0.8305608630180359,-0.5795722603797913,-0.9364273548126221,0.9370239973068237,-1.7356809377670288,-1.269724726676941,-0.9099347591400146,0.4303540289402008,-1.3058124780654907,-0.9558136463165283,0.11233393102884293,-0.0665789470076561,1.0308687686920166,-0.14884933829307556,-0.8968073129653931,-0.042068347334861755,1.1333644390106201,1.2126387357711792,-1.3768340349197388,-0.28676140308380127,-0.4295411705970764,-1.148534893989563,-1.2150778770446777,-0.9940807819366455,-0.8766273856163025,-0.5112951397895813,-0.9152844548225403,-0.7711354494094849,-0.9900010228157043,-0.8692612648010254,-0.24926303327083588,-1.526371717453003,-0.7603323459625244,-1.2359843254089355
final_train_00005,final_train,C1,17,early,0,early,0.2612206852652242,0.3065139353275299,0.9546598196029663,0.03047112375497818,0.014869121834635735,0.04534018039703369,0.19410543277232786,0,-0.4022814929485321,-0.9474877715110779,1.5199270248413086,0.8024763464927673,1.0451042652130127,-0.30042925477027893,0.15123584866523743,1.6752692461013794,-0.9151939749717712,-0.11621855199337006,-0.19637592136859894,-0.747319757938385,-0.6365192532539368,-0.9352333545684814,1.0695974826812744,-1.6445177793502808,-1.2209290266036987,-0.9027857184410095,0.41922658681869507,-1.0691698789596558,-1.291853904724121,-0.1681147962808609,-0.12338035553693771,1.0375679731369019,-0.1358967423439026,-0.8450143337249756,0.15782320499420166,1.4416258335113525,1.108437180519104,-1.3081339597702026,-0.6928851008415222,-0.407222181558609,-1.1176446676254272,-1.1578166484832764,-1.0557825565338135,-0.8980231285095215,-0.4401685893535614,-0.911484956741333,-0.4656112790107727,-0.9330279231071472,-0.9136360883712769,-0.2711547017097473,-1.5217677354812622,-0.7570541501045227,-1.2080737352371216
final_train_00006,final_train,C1,18,early,0,early,0.27031043350476347,0.30623379349708557,0.9546602368354797,0.030323581770062447,0.01501618605107069,0.045339763164520264,0.19419904888751316,0,-0.4036523103713989,-1.0172314643859863,1.4771971702575684,0.8065778017044067,1.060619592666626,-0.1960749477148056,0.1767933964729309,1.6752692461013794,-0.943915605545044,-0.14947177469730377,-0.11122163385152817,-0.6748115420341492,-0.5771009922027588,-0.9629135131835938,1.0664763450622559,-1.7061864137649536,-1.2928069829940796,-0.8846079111099243,0.37792646884918213,-1.1491643190383911,-2.032116413116455,-0.14383602142333984,-0.27202045917510986,1.013771891593933,-0.14103028178215027,-0.9563417434692383,0.17669832706451416,1.4416258335113525,1.056648850440979,-1.3669360876083374,-0.7031993865966797,-0.5806112289428711,-1.18290114402771,-1.1416975259780884,-1.002527117729187,-0.8594146370887756,-0.3213595151901245,-0.8845367431640625,-0.4665985405445099,-0.9083804488182068,-0.973007321357727,-0.24187640845775604,-1.6577469110488892,-0.7370429039001465,-1.187414288520813
final_train_00007,final_train,C1,19,early,0,early,0.2781347032038214,0.3062550127506256,0.9546783566474915,0.03022570163011551,0.015095931477844715,0.045321643352508545,0.19419278249440744,0,-0.4069778621196747,-1.0662237405776978,1.441909909248352,0.7858145833015442,1.0745017528533936,-0.06791764497756958,0.17941033840179443,1.6752692461013794,-0.9515457153320312,-0.27619388699531555,-0.1418202817440033,-0.8497306704521179,-0.7708885073661804,-0.9493116736412048,0.993169903755188,-1.703732967376709,-1.245146632194519,-0.9209936857223511,0.34291383624076843,-1.2295758724212646,-2.066976547241211,-0.2561109662055969,-0.27704930305480957,0.9018582701683044,-0.13798987865447998,-1.0556910037994385,-0.26693227887153625,1.3118315935134888,1.1135340929031372,-1.3884605169296265,-0.7124279141426086,-0.587890625,-1.246829628944397,-1.1495145559310913,-1.2410169839859009,-0.8286641240119934,-0.44311273097991943,-0.9210824966430664,-0.6265799403190613,-0.9141349196434021,-0.8495463132858276,-0.24157415330410004,-1.862410068511963,-0.7691256999969482,-1.3953818082809448
final_train_00008,final_train,C1,20,early,0,early,0.284786393978896,0.30626216530799866,0.9547033309936523,0.030110979452729225,0.015185583382844925,0.045296669006347656,0.19417029401005836,0,-0.40315693616867065,-1.0458611249923706,1.4167557954788208,0.783358633518219,1.0869957208633423,-0.09867710620164871,0.18360444903373718,1.6752692461013794,-0.8445132374763489,-0.3552911877632141,-0.15950502455234528,-0.9667574167251587,-0.7131941318511963,-0.9703860282897949,1.1372058391571045,-1.695833444595337,-1.2497022151947021,-0.9202656745910645,0.31173112988471985,-1.141723394393921,-2.0983505249023438,-0.3690509498119354,-0.3842368423938751,0.9690259695053101,-0.13961881399154663,-0.9857780337333679,-0.5901688933372498,1.3183213472366333,1.0589252710342407,-1.372998595237732,-0.7207335829734802,-0.6983740329742432,-1.2027225494384766,-1.112516164779663,-1.0766851902008057,-0.8010609745979309,-0.5679087042808533,-0.8968448638916016,-0.45973917841911316,-0.8783891201019287,-0.9829232692718506,-0.2573389410972595,-1.8953274488449097,-0.7678238749504089,-1.2773261070251465
final_train_00009,final_train,C1,21,early,0,early,0.290353966081007,0.30876290798187256,0.9536685943603516,0.03029935620725155,0.016032041981816292,0.04633140563964844,0.19793135059941377,0,0.31015413999557495,-2.130615234375,-0.003367613535374403,0.22750012576580048,-0.37122413516044617,0.8174148797988892,0.04098520055413246,0.3287697732448578,-1.3111088275909424,-0.7386455535888672,0.4257907271385193,0.1503775268793106,-1.2918161153793335,-0.741561770439148,1.986757755279541,-1.1361373662948608,-0.8887579441070557,-0.7883974313735962,-2.400367021560669,0.39480000734329224,-0.23433595895767212,-0.8531309962272644,-0.7234047055244446,0.49642661213874817,-0.17483894526958466,-2.2006497383117676,1.1970739364624023,-0.7895993590354919,0.21956279873847961,-2.2403156757354736,1.2255659103393555,-0.9281052350997925,-2.3316073417663574,0.1086580827832222,-0.7862107157707214,-0.8292210698127747,0.6559224724769592,-0.46492940187454224,2.216015100479126,0.5267053246498108,-1.2713494300842285,-0.07308243215084076,-0.9253086447715759,-0.6474024653434753,-1.0450881719589233
