Method,Dataset,Task,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
B4_HTT_Net,NASA_Milling,N1,3,0.5454545454545454,0.3614814814814814,0.0,0.4444444444444444,0.64,0.5,0.4,0.09999999999999,0.49999999999995,1,0,0.2026820182800293,,,,
B4_HTT_Net,NASA_Milling,N1,13,0.4545454545454545,0.3,0.0,0.5,0.4,0.4285714285714285,0.6,0.0,0.39999999999996,2,0,0.2045513987541198,,,,
B4_HTT_Net,NASA_Milling,N1,23,0.5,0.2957854406130268,0.0,0.6206896551724138,0.2666666666666666,0.4736842105263157,0.9,0.0,0.09999999999999,2,0,0.2018261849880218,,,,
B4_HTT_Net,NASA_Milling,N1,33,0.5909090909090909,0.3790849673202614,0.0,0.4705882352941176,0.6666666666666666,0.5714285714285714,0.4,0.0,0.59999999999994,2,0,0.4557646811008453,,,,
B4_HTT_Net,NASA_Milling,N1,43,0.5454545454545454,0.3532763532763532,0.0,0.6153846153846154,0.4444444444444444,0.5,0.8,0.0,0.19999999999998,1,0,0.218367263674736,,,,
B4_HTT_Net,NASA_Milling,N1,53,0.3181818181818182,0.2417582417582417,0.0,0.1538461538461538,0.5714285714285714,0.3333333333333333,0.1,0.59999999999994,0.29999999999997,2,1,0.3497198820114136,,,,
B4_HTT_Net,NASA_Milling,N1,63,0.4545454545454545,0.303030303030303,0.0,0.4545454545454545,0.4545454545454545,0.4166666666666667,0.5,0.0,0.49999999999995,1,0,0.2344654202461242,,,,
B4_HTT_Net,NASA_Milling,N1,73,0.5454545454545454,0.3722943722943723,0.0,0.5454545454545454,0.5714285714285714,0.5,0.6,0.09999999999999,0.29999999999997,5,2,0.3415960669517517,,,,
B4_HTT_Net,NASA_Milling,N1,83,0.5454545454545454,0.3174603174603174,0.0,0.6666666666666666,0.2857142857142857,0.5,1.0,0.0,0.0,1,0,0.2520639896392822,,,,
B4_HTT_Net,NASA_Milling,N1,93,0.6818181818181818,0.4505263157894736,0.0,0.631578947368421,0.72,0.6666666666666666,0.6,0.0,0.39999999999996,2,0,0.21420319378376,,,,
B4_HTT_Net,NASA_Milling,N2,3,0.4736842105263157,0.3068181818181818,0.0,0.5454545454545454,0.375,0.375,1.0,0.0,0.0,1,0,0.2430778294801712,,,,
B4_HTT_Net,NASA_Milling,N2,13,0.5263157894736842,0.3473389355742296,0.0,0.5714285714285714,0.4705882352941176,0.4,1.0,0.0,0.0,1,0,0.2048495262861251,,,,
B4_HTT_Net,NASA_Milling,N2,23,0.4736842105263157,0.3068181818181818,0.0,0.5454545454545454,0.375,0.375,1.0,0.0,0.0,0,0,0.1710477769374847,,,,
B4_HTT_Net,NASA_Milling,N2,33,0.4736842105263157,0.3068181818181818,0.0,0.5454545454545454,0.375,0.375,1.0,0.0,0.0,2,0,0.2319818586111068,,,,
B4_HTT_Net,NASA_Milling,N2,43,0.4210526315789473,0.2628019323671497,0.0,0.5217391304347826,0.2666666666666666,0.3529411764705882,1.0,0.0,0.0,0,0,0.3124814629554748,,,,
B4_HTT_Net,NASA_Milling,N2,53,0.5263157894736842,0.3473389355742296,0.0,0.5714285714285714,0.4705882352941176,0.4,1.0,0.0,0.0,1,0,0.2466029375791549,,,,
B4_HTT_Net,NASA_Milling,N2,63,0.5263157894736842,0.3473389355742296,0.0,0.5714285714285714,0.4705882352941176,0.4,1.0,0.0,0.0,1,0,0.1499644517898559,,,,
B4_HTT_Net,NASA_Milling,N2,73,0.4210526315789473,0.2807017543859649,0.0,0.4210526315789473,0.4210526315789473,0.3076923076923077,0.6666666666666666,0.0,0.3333333333332777,1,0,0.3209343552589416,,,,
B4_HTT_Net,NASA_Milling,N2,83,0.4736842105263157,0.3068181818181818,0.0,0.5454545454545454,0.375,0.375,1.0,0.0,0.0,0,0,0.1680869311094284,,,,
B4_HTT_Net,NASA_Milling,N2,93,0.4736842105263157,0.3068181818181818,0.0,0.5454545454545454,0.375,0.375,1.0,0.0,0.0,0,0,0.1801766008138656,,,,
B4_HTT_Net,NASA_Milling,N3,3,0.44,0.2777777777777777,0.0,0.5333333333333333,0.3,0.4210526315789473,0.7272727272727273,0.0,0.2727272727272479,4,0,0.1660031080245971,,,,
B4_HTT_Net,NASA_Milling,N3,13,0.6,0.335978835978836,0.0,0.2857142857142857,0.7222222222222222,0.6666666666666666,0.1818181818181818,0.0,0.8181818181817438,2,0,0.2154623717069625,,,,
B4_HTT_Net,NASA_Milling,N3,23,0.56,0.2393162393162393,0.0,0.0,0.717948717948718,0.0,0.0,0.0,0.9999999999999092,0,0,0.0243426114320755,,,,
B4_HTT_Net,NASA_Milling,N3,33,0.52,0.3461538461538461,0.0,0.5,0.5384615384615384,0.4615384615384615,0.5454545454545454,0.0,0.4545454545454132,0,0,0.1670747399330139,,,,
B4_HTT_Net,NASA_Milling,N3,43,0.56,0.373015873015873,0.0,0.4761904761904761,0.6428571428571429,0.5,0.4545454545454545,0.0909090909090826,0.4545454545454132,1,1,0.2052615284919738,,,,
B4_HTT_Net,NASA_Milling,N3,53,0.56,0.3174603174603174,0.0,0.2666666666666666,0.6857142857142857,0.5,0.1818181818181818,0.0,0.8181818181817438,2,0,0.2229958772659301,,,,
B4_HTT_Net,NASA_Milling,N3,63,0.6,0.3602941176470589,0.0,0.375,0.7058823529411765,0.6,0.2727272727272727,0.0,0.7272727272726611,3,0,0.3114190399646759,,,,
B4_HTT_Net,NASA_Milling,N3,73,0.6,0.3602941176470589,0.0,0.375,0.7058823529411765,0.6,0.2727272727272727,0.0,0.7272727272726611,1,0,0.2212619334459304,,,,
B4_HTT_Net,NASA_Milling,N3,83,0.56,0.373015873015873,0.0,0.4761904761904761,0.6428571428571429,0.5,0.4545454545454545,0.0909090909090826,0.4545454545454132,1,0,0.2993520200252533,,,,
B4_HTT_Net,NASA_Milling,N3,93,0.56,0.3398692810457516,0.0,0.6666666666666666,0.3529411764705882,0.5,1.0,0.0,0.0,2,0,0.2429954558610916,,,,
B4_HTT_Net,NASA_Milling,N4,3,0.5,0.3326432022084196,0.0,0.5217391304347826,0.4761904761904761,0.5,0.5454545454545454,0.0,0.4545454545454132,3,0,0.4543795883655548,,,,
B4_HTT_Net,NASA_Milling,N4,13,0.6818181818181818,0.4505263157894736,0.0,0.631578947368421,0.72,0.75,0.5454545454545454,0.0,0.4545454545454132,2,0,0.1680081486701965,,,,
B4_HTT_Net,NASA_Milling,N4,23,0.5909090909090909,0.3632183908045976,0.0,0.4,0.6896551724137931,0.75,0.2727272727272727,0.0,0.7272727272726611,4,0,0.6688863039016724,,,,
B4_HTT_Net,NASA_Milling,N4,33,0.4545454545454545,0.2738095238095238,0.0,0.25,0.5714285714285714,0.4,0.1818181818181818,0.0,0.8181818181817438,4,0,0.4654938876628876,,,,
B4_HTT_Net,NASA_Milling,N4,43,0.5454545454545454,0.3532763532763532,0.0,0.6153846153846154,0.4444444444444444,0.5333333333333333,0.7272727272727273,0.0,0.2727272727272479,2,0,0.2166181802749633,,,,
B4_HTT_Net,NASA_Milling,N4,53,0.6818181818181818,0.4306513409961686,0.0,0.7586206896551724,0.5333333333333333,0.6111111111111112,1.0,0.0,0.0,1,0,0.2206758707761764,,,,
B4_HTT_Net,NASA_Milling,N4,63,0.4545454545454545,0.2083333333333333,0.0,0.0,0.625,0.0,0.0,0.0,0.9999999999999092,1,0,0.2388520538806915,,,,
B4_HTT_Net,NASA_Milling,N4,73,0.5909090909090909,0.3888888888888888,0.0,0.6666666666666666,0.5,0.5625,0.8181818181818182,0.0909090909090826,0.0909090909090826,2,0,0.2350219488143921,,,,
B4_HTT_Net,NASA_Milling,N4,83,0.5909090909090909,0.3790849673202614,0.0,0.4705882352941176,0.6666666666666666,0.6666666666666666,0.3636363636363636,0.0,0.6363636363635785,3,0,0.3596554696559906,,,,
B4_HTT_Net,NASA_Milling,N4,93,0.5909090909090909,0.4121212121212121,0.0,0.6,0.6363636363636364,0.6666666666666666,0.5454545454545454,0.0909090909090826,0.3636363636363305,4,4,0.349415123462677,,,,
