case,run,VB,time,DOC,feed,material,smcAC_mean,smcAC_std,smcAC_rms,smcAC_max,smcAC_min,smcAC_peak_to_peak,smcAC_skewness,smcAC_kurtosis,smcAC_crest_factor,smcAC_clearance_factor,smcAC_shape_factor,smcAC_impulse_factor,smcAC_energy,smcAC_spectral_centroid,smcAC_spectral_std,smcAC_spectral_entropy,smcAC_dominant_frequency_index,smcAC_frequency_energy,smcDC_mean,smcDC_std,smcDC_rms,smcDC_max,smcDC_min,smcDC_peak_to_peak,smcDC_skewness,smcDC_kurtosis,smcDC_crest_factor,smcDC_clearance_factor,smcDC_shape_factor,smcDC_impulse_factor,smcDC_energy,smcDC_spectral_centroid,smcDC_spectral_std,smcDC_spectral_entropy,smcDC_dominant_frequency_index,smcDC_frequency_energy,vib_table_mean,vib_table_std,vib_table_rms,vib_table_max,vib_table_min,vib_table_peak_to_peak,vib_table_skewness,vib_table_kurtosis,vib_table_crest_factor,vib_table_clearance_factor,vib_table_shape_factor,vib_table_impulse_factor,vib_table_energy,vib_table_spectral_centroid,vib_table_spectral_std,vib_table_spectral_entropy,vib_table_dominant_frequency_index,vib_table_frequency_energy,vib_spindle_mean,vib_spindle_std,vib_spindle_rms,vib_spindle_max,vib_spindle_min,vib_spindle_peak_to_peak,vib_spindle_skewness,vib_spindle_kurtosis,vib_spindle_crest_factor,vib_spindle_clearance_factor,vib_spindle_shape_factor,vib_spindle_impulse_factor,vib_spindle_energy,vib_spindle_spectral_centroid,vib_spindle_spectral_std,vib_spindle_spectral_entropy,vib_spindle_dominant_frequency_index,vib_spindle_frequency_energy,AE_table_mean,AE_table_std,AE_table_rms,AE_table_max,AE_table_min,AE_table_peak_to_peak,AE_table_skewness,AE_table_kurtosis,AE_table_crest_factor,AE_table_clearance_factor,AE_table_shape_factor,AE_table_impulse_factor,AE_table_energy,AE_table_spectral_centroid,AE_table_spectral_std,AE_table_spectral_entropy,AE_table_dominant_frequency_index,AE_table_frequency_energy,AE_spindle_mean,AE_spindle_std,AE_spindle_rms,AE_spindle_max,AE_spindle_min,AE_spindle_peak_to_peak,AE_spindle_skewness,AE_spindle_kurtosis,AE_spindle_crest_factor,AE_spindle_clearance_factor,AE_spindle_shape_factor,AE_spindle_impulse_factor,AE_spindle_energy,AE_spindle_spectral_centroid,AE_spindle_spectral_std,AE_spindle_spectral_entropy,AE_spindle_dominant_frequency_index,AE_spindle_frequency_energy,VB_smooth,q_true,nu_norm,stage_label,stage_id
1,1,0.0,2.0,1.5,0.5,1.0,-0.16425537109375,1.5233353005998844,1.5321652211778227,3.8232421875,-4.20166015625,8.02490234375,8.656890924059814e-05,2.2780641206154684,2.7423022649067255,3.977044688788501,1.2275401880646255,3.3662862379958476,21127.772384881973,474.7395973318566,338.2687988216434,0.2659434217355702,452.0,96234229.34702037,5.438449435763889,2.243695730595105,5.883103160480127,7.8173828125,0.625,7.1923828125,-0.9347599942262352,2.145474296870705,1.3287856084204182,1.5290290054279547,1.081761121431241,1.4374286099068099,311498.1251716614,0.6104905149400373,31.568019127059824,0.04060916324142899,0.0,2599599258.471918,1.6121793619791667,0.7770767834995015,1.7896845036613254,2.8125,0.0634765625,2.7490234375,-1.0765003936766306,2.6892232922223407,1.571506035977086,1.9665446568840976,1.110102601402326,1.7445329386585955,28826.735603809357,21.182523843368287,221.51830942001095,0.06487444396287295,0.0,234984797.9488969,0.5503841145833334,0.14926376186710263,0.570265152532047,0.858154296875,0.283203125,0.574951171875,-0.40592410475124674,1.9148175464060604,1.504833835739717,1.5915041700682915,1.0361221143941053,1.5591916157011616,2926.8210977315903,10.521785281935282,152.02567974170685,0.026311547519398047,0.0,25439063.438883435,0.16963148328993055,0.05463574864233757,0.1782130891737492,0.4681396484375,0.072021484375,0.3961181640625,0.3303349871596684,2.906526190895573,2.62685333947867,2.8351870705344435,1.0505897001920366,2.759745062386832,285.8391463756561,21.50468214984348,192.88464375402907,0.04186802303654902,0.0,2451657.3969319463,0.18850409613715277,0.056478829823540695,0.19678326269965493,0.4290771484375,0.0799560546875,0.34912109375,0.36002981489995584,3.1581295777431024,2.1804555049491614,2.3296119679894525,1.0439203536215702,2.276221881794195,348.51287230849266,17.09007657042283,159.26720851451034,0.03726885721155394,0.0,3007426.6108378777,0.018333333333333333,0.0,0.34797891036606354,early,0
1,2,,4.0,1.5,0.5,1.0,-0.1661469184027778,1.557777661083424,1.5666129196024403,3.779296875,-4.02099609375,7.80029296875,0.0002904345619142105,2.2674322016062662,2.5666813055313256,3.7242239268394397,1.227050416403114,3.149447364728312,22088.484358787537,471.901947045988,316.97486833736457,0.2683249535694352,452.0,100516221.3991761,5.565661892361111,2.2895961845843855,6.0182092842093855,7.9345703125,0.6689453125,7.265625,-0.9669133916506535,2.2052768169516965,1.318427116404452,1.5169134741798538,1.0813106150893421,1.4256292361900025,325969.58689689636,0.5756215064484798,30.26523809954061,0.04077276232787809,0.0,2721415132.2899346,1.5432307942708334,0.7423524123749659,1.7124977046830512,2.68310546875,0.05859375,2.62451171875,-1.077688933793,2.6919671228323776,1.5667790160600663,1.957021801116246,1.1096834712212216,1.73862877717912,26393.835496902466,20.73260763106724,221.1688748340945,0.06393922132617051,0.0,215225530.12043238,0.5486258951822917,0.15223946503754146,0.5693568543360901,0.86669921875,0.277099609375,0.589599609375,-0.4470813258464258,1.915580188003086,1.5222425305814746,1.6144124911787059,1.0377870591505207,1.5797635991287697,2917.5050482153893,11.294165070926484,160.75248605177995,0.027423204982863308,0.0,25318882.834525403,0.1736530219184028,0.055764048811377205,0.18238695447106665,0.4046630859375,0.0726318359375,0.33203125,0.2949034567047578,2.9282149503333446,2.2187063055514527,2.394127293963039,1.0502953098951398,2.3302968267682402,299.3850104510784,21.283432652926546,191.95874952391398,0.04169149446097975,0.0,2568525.197510422,0.1883426242404514,0.05549481619592479,0.19634820786144025,0.40283203125,0.0787353515625,0.3240966796875,0.2778954788220154,3.0163492746002025,2.0516206164317037,2.1877865146161466,1.042505426757386,2.1388256262882774,346.9735685735941,14.924583503636672,148.16338258586615,0.035963813071411894,0.0,2998035.2994564916,0.03666666666666667,0.040293040292951735,0.5219683655490953,early,0
1,3,,6.0,1.5,0.5,1.0,-0.1675119357638889,1.5758939731628578,1.5847719278414745,3.85498046875,-4.0576171875,7.91259765625,0.002866354031341069,2.2502655800227997,2.5603792673334915,3.7030803462969852,1.225038496141951,3.13656316720923,22603.518569469452,472.17866860723854,316.1176965297642,0.27029246876384433,453.0,102852969.08745761,5.6363709852430555,2.3065010008568216,6.090043082790408,7.9345703125,0.8349609375,7.099609375,-0.9803006128037536,2.2416589475639364,1.302875891784848,1.4972597312116058,1.0804901059092917,1.4077445103015043,333797.62275218964,0.5439953133952846,29.264412268126673,0.04029644292060287,0.0,2788720759.508633,1.4666444227430555,0.6849113366417356,1.618687555343427,2.5390625,0.068359375,2.470703125,-1.085850974636133,2.7554020565052424,1.5685933283521996,1.92802539191222,1.1036673444780176,1.731205233269477,23581.344616413116,20.733755024873272,219.38894531363056,0.06190739030425386,0.0,193233432.79787296,0.5567042371961806,0.15834347947549754,0.5787851632554074,0.968017578125,0.277099609375,0.69091796875,-0.3423438249213499,1.945527650269537,1.6724989505236487,1.7785175836725853,1.039663657257931,1.738836375664472,3014.930386841297,13.540047056052694,174.65113147003825,0.029144832583266805,0.0,26118930.880309638,0.17547797309027777,0.054682695810866405,0.18380075152462244,0.443115234375,0.0738525390625,0.3692626953125,0.21476156557915427,2.8391478192202655,2.4108456069790782,2.5908350427007822,1.0474291917482739,2.525190065561712,304.044446349144,19.902338222075233,188.23639715159985,0.03980477091006684,0.0,2615297.1031457176,0.20961154513888888,0.07126068083460807,0.22139350597640467,0.5450439453125,0.0811767578125,0.4638671875,0.4694018421131774,3.3346336573412243,2.4618786486362745,2.6789343812938187,1.0562085491457678,2.600257275660808,441.135760396719,23.295137780708682,191.1833905574285,0.04707071649563967,0.0,3764560.1432174444,0.07333333333333333,0.12087912087885522,0.7715289982358682,early,0
1,4,0.11,7.0,1.5,0.5,1.0,-0.16282307942708332,1.6306087337480009,1.6387178517882133,3.98193359375,-4.26025390625,8.2421875,-4.2138608049903805e-05,2.2118862151803986,2.5997482736875637,3.7520125743181825,1.2228116325837448,3.179002430856602,24168.565779924393,471.80170328187626,299.0956041740367,0.2668735747888324,455.0,109832278.745538,5.827789171006945,2.384961113457539,6.296917192913563,8.193359375,0.1318359375,8.0615234375,-0.9912305393825385,2.275963312443093,1.30116994141504,1.4959977267807962,1.0804984545836753,1.4059121108499053,356860.4952096939,0.5063347678013386,28.1528254609616,0.0400996944229062,0.0,2981378856.947255,1.4277110460069444,0.6618642881796705,1.573665519371199,2.53173828125,0.05859375,2.47314453125,-1.07133712080121,2.7628934108153493,1.6088160095545692,1.9689149209620103,1.1022297010108322,1.7732847891938996,22287.80850172043,20.907149511201368,222.86176772363382,0.06105168286429238,0.0,182848684.32843682,0.5097483995225695,0.11934769609988448,0.5235334787577309,0.743408203125,0.2783203125,0.465087890625,-0.5270332297078211,1.9468761424709944,1.4199821659687935,1.4806815860951528,1.0270429083191739,1.458382613500735,2466.785730421543,7.868873455984082,134.98973718229885,0.020812233643090726,0.0,21624195.025975995,0.18783169216579862,0.05308774619475901,0.19518978809842097,0.4327392578125,0.0799560546875,0.352783203125,0.08632550619264515,2.8099852737011477,2.217017918950155,2.3533480437157452,1.039173878735481,2.3038671100732997,342.89148040115833,16.63844115131357,177.99290957164544,0.034741648289361535,0.0,2971881.904261187,0.2169057888454861,0.06404645436441297,0.22616381132120905,0.521240234375,0.09033203125,0.430908203125,0.5524982555565005,3.6242209808325683,2.3047022038039677,2.4563094643853844,1.042682228648472,2.4030720302439916,460.35062596201897,18.05803685389123,179.24017013022402,0.03776865514312247,0.0,3977026.9604839385,0.1127777777777778,0.20757020756975142,0.92267135324335,early,0
1,5,,11.0,1.5,0.5,1.0,-0.16212727864583334,1.8432936810825418,1.8504099138298873,4.3798828125,-4.73876953125,9.11865234375,-0.0025257668252644198,2.2122511617511753,2.560929605829536,3.7153344871701752,1.225385957188605,3.138127176333759,30816.151642799377,482.1895651137717,303.0610416591909,0.2886054352332534,464.0,139737329.12704945,6.554652777777778,2.7725587060868886,7.116920318222492,9.1650390625,0.44921875,8.7158203125,-0.9445405846827665,2.2033733417393395,1.2877816039378889,1.4952559322830108,1.0857814379351844,1.3982493616703557,455854.9933433533,0.4013682522153059,23.90768579285045,0.04150117683589638,0.0,3791368128.3283234,1.5348033311631943,0.6883053631085644,1.6820777444082813,2.626953125,0.09033203125,2.53662109375,-1.1520687481556364,2.8922413270186107,1.5617310993687414,1.8851836019480908,1.0959565373971236,1.7115894080105867,25464.46984410286,12.332964741757934,183.14022563872808,0.05431814021558416,0.0,209992776.08342764,0.4775259060329861,0.10592534069746111,0.4891330787572003,0.67138671875,0.27099609375,0.400390625,-0.6660807185773195,1.963276837806493,1.3726054276568271,1.4254006139924817,1.024306896393571,1.4059692055790092,2153.2605186104774,4.929693677380277,115.2839203708266,0.017667298167581346,0.0,18924927.466984093,0.19741407606336805,0.05689097976271125,0.20544804940985564,0.4010009765625,0.07568359375,0.3253173828125,-0.2508199116748194,2.5204049213237387,1.9518363776751027,2.07917896202489,1.0406960511917502,2.0312684108287757,379.8801090568304,14.311648281751042,172.2740779526763,0.03400983939186778,0.0,3287839.42601271,0.22843804253472222,0.059409353772330135,0.23603688396676786,0.3973388671875,0.0872802734375,0.31005859375,-0.4105414762777092,2.789816262075636,1.6833761762494661,1.7730861403761018,1.0332643431308397,1.7393725790018786,501.4206953346729,9.174654878090568,133.70512738302878,0.02831393790516676,0.0,4369842.672500759,0.155,0.3003663003656402,0.9648506151059031,early,0
1,6,0.2,15.0,1.5,0.5,1.0,-0.15732747395833332,2.007536022287473,2.0136913405097414,4.58251953125,-4.88525390625,9.4677734375,0.0021048315778673054,2.1496969020761303,2.4260192254742137,3.496077759961569,1.2198109498058058,2.959284815674316,36494.575333595276,487.2859893374051,286.6785017821325,0.30634576718752643,471.0,165228613.84119985,7.148231879340278,2.9864564531007423,7.747008528915126,9.8681640625,0.68359375,9.1845703125,-0.988513541474962,2.3156042534353154,1.2738031752084107,1.4753569423877368,1.0837657003411347,1.3805041902766826,540145.2703237534,0.3201848858012215,19.94068397881766,0.04080939750889456,0.0,4500091088.062882,0.9306100802951389,0.3939299027800852,1.0105522697274258,1.572265625,0.06103515625,1.51123046875,-1.2439802113433154,3.1446466937701945,1.5558478983205173,1.8377761832431077,1.0859029910849964,1.689499886461227,9190.94300866127,13.578919815352195,191.97345642955935,0.05140800162143657,0.0,76433670.10427117,0.460113525390625,0.09484715459897183,0.4697876530762708,1.099853515625,0.267333984375,0.83251953125,-0.4956318877558858,2.6219008122068566,2.341171608961157,2.4182703610724077,1.0210255233779788,2.3903959673623185,1986.3039508461952,6.229367980265436,127.66561943869917,0.016686491004514564,0.0,17512398.930658393,0.2076568603515625,0.05975113174763172,0.21608232087838924,0.426025390625,0.0762939453125,0.3497314453125,-0.41684980119338094,2.509906172587051,1.9715883691511937,2.1011500342955456,1.0405739570150578,2.0515835109020166,420.22412456572056,14.328376619097506,177.95261347641966,0.033697431519105585,0.0,3637426.38243474,0.2185724555121528,0.05617571389682575,0.22567593832845811,0.3973388671875,0.087890625,0.3094482421875,-0.374871638256163,2.6550902622395625,1.7606611946703679,1.8518854034423946,1.0324994418835993,1.8178817008513215,458.36666226387024,10.5140079679319,146.6532004554243,0.028157825188590273,0.0,3997493.8218906526,0.19833333333333333,0.3956043956035261,0.9999999999913638,late,2
1,7,0.24,19.0,1.5,0.5,1.0,-0.15789252387152777,2.05558635893313,2.0616414159902985,4.6533203125,-5.0,9.6533203125,-0.0004895574067390103,2.148834760635032,2.4252520158050137,3.5172526202078744,1.2233021434411953,2.9668159893207924,38253.28795313835,490.4367686786196,284.28936587618955,0.2829589720026657,473.0,173149465.92078802,7.490556098090278,3.22389513648254,8.154871581433593,9.9951171875,1.3623046875,8.6328125,-0.9574474159249677,2.2357176103158474,1.225662119591793,1.432666797624149,1.0886870713793324,1.3343625034791378,598517.374587059,0.15192773576210442,4.842175523203991,0.04239321715937803,0.0,4965719627.328038,1.4947148980034721,0.6781636852760725,1.6413648620403551,2.56591796875,0.0439453125,2.52197265625,-1.022967771955152,2.8239304026410967,1.563283111567762,1.896953963748159,1.0981123318110155,1.716660462925501,24246.707493066788,14.883378576714259,192.4685069619271,0.05678803612038681,0.0,199594199.07110333,0.4014152018229167,0.05964807000775991,0.40582269097499163,0.914306640625,0.2734375,0.640869140625,-0.2982049232713677,2.7111215522308356,2.2529707208488503,2.2908401380109282,1.0109798760262407,2.277708060060133,1482.228508591652,4.0282226306662325,98.60886941188356,0.010018264471576527,0.0,13195962.456718085,0.18704745822482638,0.05612838843794447,0.19528734627980623,0.3680419921875,0.0665283203125,0.301513671875,-0.3366799153627831,2.638671903695013,1.8846177143412435,2.0194151527677695,1.0440523925432426,1.967639633697428,343.23432855308056,14.814917466798999,178.32579314441696,0.03636414343218541,0.0,2961522.306266799,0.28588609483506944,0.09399845795717969,0.3009428007418918,0.5645751953125,0.086669921875,0.4779052734375,-0.4485183998812127,2.488548720304162,1.8760216025065861,2.0400818817093076,1.0526668004418196,1.9748256578769048,815.099123865366,15.254280681345065,182.10772087804514,0.04050421036820334,0.0,6978045.994851738,0.24333333333333332,0.4945054945044076,0.9015817223120737,middle,1
1,8,0.29,22.0,1.5,0.5,1.0,-0.17752332899305556,2.25690871596652,2.263879741625518,4.990234375,-5.0,9.990234375,-0.028617657942664167,2.1075960194743733,2.208597880913796,3.1899027754160274,1.2194285074015259,2.693227217374073,46126.363360881805,498.65457158569495,287.1152243936135,0.3051827404523108,481.0,208846468.77791876,7.818536783854166,3.1929392016324676,8.445376142351627,9.9951171875,1.376953125,8.6181640625,-1.0811456399994102,2.4984548005620164,1.1835017196422541,1.3641511447604886,1.0801734871658912,1.2783871795729538,641919.4036722183,0.1232821443703216,2.5450342733600713,0.040046427896281746,0.0,5364382772.890784,0.86292724609375,0.35632341994238714,0.9336004561108473,1.4892578125,0.05615234375,1.43310546875,-1.1266444961655457,3.1748610309057117,1.5951768261792536,1.8650897180887016,1.081899384143837,1.7258208258457033,7844.488304853439,16.425220737313694,193.67493657072947,0.05160747748322496,0.0,65458256.38173223,0.40655978732638887,0.0803958492350247,0.4144325677901043,1.607666015625,0.2685546875,1.339111328125,3.7914071509234106,47.08582965533334,3.879198066391703,3.9877875526143214,1.0193643855297863,3.9543163533052543,1545.7891792058945,17.887145339644434,204.54603537262818,0.02225767902660093,0.0,13650331.17261231,0.2363339572482639,0.07317486495432335,0.24740311277287455,0.457763671875,0.07568359375,0.382080078125,-0.5100245250242694,2.5409380203778515,1.8502745044012205,1.9933507430174682,1.0468369237008794,1.936935670197372,550.8747018873692,15.780934605902289,192.4874290804739,0.036956382820191334,0.0,4741012.602441011,0.2691421169704861,0.07583484461539047,0.27962189253560826,0.511474609375,0.086669921875,0.4248046875,-0.5867564429852904,2.8981021007211374,1.8291651084080889,1.9459283555056373,1.0389377020662747,1.900388594436104,703.6956250667572,10.698061847284759,148.26741799186365,0.03244484851249179,0.0,6100350.214041769,0.27,0.5531135531123376,0.7328646748618612,middle,1
1,9,0.28,26.0,1.5,0.5,1.0,-0.15953721788194444,2.3475056909103276,2.352920545353346,4.99755859375,-5.0,9.99755859375,0.02917248207843124,2.123987694271022,2.125018632640231,3.0784063517563394,1.2210351436776972,2.5947224314247515,49826.11583471298,499.12296397668973,264.7018157394457,0.3209439737138671,486.0,225248332.3407888,7.855196940104166,3.153043553338773,8.46438436137402,9.9951171875,1.3818359375,8.61328125,-1.0991227213793322,2.5540804136500155,1.1808439646372955,1.3544560874083387,1.0775521512590742,1.2724209543963623,644812.2235536575,0.1224574048283269,2.679929406038144,0.039260619697109055,0.0,5400671824.329878,1.3497276475694444,0.5756549392876701,1.4673593056029726,2.24609375,0.0537109375,2.1923828125,-1.1224923897929258,3.1084269986510025,1.530704675686434,1.8171032472742135,1.087152143800469,1.6641088696990425,19378.28998565674,13.919215740361631,185.54557374865394,0.052008243208815336,0.0,160983776.48769617,0.39948988172743055,0.06381462477327579,0.4045546587762282,1.197509765625,0.264892578125,0.9326171875,0.583364498259745,11.613638323758089,2.9600691517049618,3.0169736474579123,1.012678110959618,2.9975972368658286,1472.980247437954,6.955258113102392,130.17547493358478,0.012960432403372293,0.0,13091894.288904967,0.2460666232638889,0.07654204133692952,0.2576964632596203,0.4559326171875,0.069580078125,0.3863525390625,-0.6072510093228412,2.6606859447374447,1.7692622219901961,1.9086250553809818,1.0472629722813402,1.8528828133537312,597.6672045886517,15.796008452815945,194.59850061232927,0.03686267387893505,0.0,5141728.1403392535,0.3289683702256944,0.10962079091264597,0.34675193785942077,0.653076171875,0.08056640625,0.572509765625,-0.5956447209794181,2.655898237245051,1.883410301625726,2.0556644161404383,1.0540585942060983,1.9852248148506213,1082.1321576833725,16.52558044423029,200.25615560318028,0.04067706268079274,0.0,9252514.406269787,0.2866666666666667,0.5897435897422937,0.6379613356711165,middle,1
1,10,0.29,29.0,1.5,0.5,1.0,-0.1463259548611111,2.516348176621153,2.520599022266457,5.13671875,-5.576171875,10.712890625,0.007502402281168755,2.0614415715123293,2.2122407514003712,3.153372385811145,1.2106366120910494,2.6782196484061656,57180.77487945557,503.0634064489208,246.4445751147712,0.36416909526918334,493.0,258180644.11721233,8.068226453993056,3.008872232544372,8.61101563258887,9.9951171875,1.34765625,8.6474609375,-1.2208411561769894,2.8642162434348633,1.1607361563334944,1.307178237423027,1.0672749062870086,1.2388245724749167,667346.3120222092,0.11510081793065023,2.877241305944684,0.03629200861064593,0.0,5639457667.747331,0.78770263671875,0.2896791061441304,0.8392791123518644,1.30126953125,0.05615234375,1.2451171875,-1.166681840209518,3.4926374270705507,1.5504609993235452,1.7495872740001444,1.0654770889772511,1.651980672133979,6339.504855871201,12.777681854891387,177.6869769506678,0.043281235496499905,0.0,53657031.14131092,0.3742404513888889,0.04847825833459194,0.3773672706885359,0.499267578125,0.264892578125,0.234375,-0.4541492392708088,2.144127279546058,1.3230282986988364,1.3399322602199122,1.0083551077576847,1.3340823427044666,1281.6545128822327,2.944733779509203,85.49103924862571,0.007953088857771287,0.0,11439710.272315143,0.2702250162760417,0.0820734419879917,0.2824138971459146,0.51025390625,0.0750732421875,0.4351806640625,-0.6470871222780206,2.8249072557089807,1.806759197776166,1.9428041268229856,1.045106411822274,1.888255622221425,717.818483710289,15.616096160394488,199.06157497971463,0.035644179375484246,0.0,6187558.016355338,0.3106056722005208,0.08833825463344369,0.32292341326515883,0.6146240234375,0.08544921875,0.5291748046875,-0.6736093699647088,3.254025518110225,1.9033120491976119,2.0285940306979984,1.03965716716096,1.9787920132982384,938.5157775133848,11.021657460508472,161.8427723434922,0.033711119405426405,0.0,8130594.491269069,0.31666666666666665,0.6556776556762146,0.7223198593962229,middle,1
